Age,AccountTenure,LocationRisk,ID_Score,DocAuthentic,NameMatch,AddrVerified,AddrTenure,PostcodeRisk,BiometricScore,SanctionsClear,PEP_Score,label
48.61921853928844,42.51086208576672,0.0,0.7789983104883701,1.0,0.8341683918256572,1.0,20.182070726817837,2.0,0.9030390149727248,1.0,0.7483476173210266,1
63.206461576468016,17.09900334676749,0.0,0.768087496628367,1.0,0.9492147356762214,1.0,9.222127468011987,2.0,0.9625467194555057,1.0,0.06102569032422536,1
30.631827960752776,29.70113217286313,1.0,0.3411203936260162,0.0,0.12114001473753207,0.0,1.2210188205261068,7.0,0.5692205925936983,0.0,2.1034305831363898,0
28.977404589410746,32.408432189651265,0.0,0.6016275111905445,1.0,0.8033972741914545,0.0,18.29386970435029,3.0,0.9810298137361475,1.0,0.13590245891475466,1
45.66030697561216,71.85835263059147,0.0,0.7732657347190847,1.0,0.7371927579117494,1.0,26.54825379431349,1.0,0.8086636303328043,1.0,0.17007962990097825,1
14.949173700300078,8.165270440787596,0.0,0.41602421310303156,0.0,0.6107928408964117,1.0,2.118172540698052,8.0,0.7815972257328262,0.0,0.5302323571368087,0
58.361861000121706,45.315120336280216,0.0,0.8176095367553992,1.0,0.48357777911966127,1.0,13.675181930940123,2.0,0.8820906714375348,1.0,0.20037768883120474,1
27.687705877200656,4.215597762197643,1.0,0.5955087885311405,0.0,0.1082816538522182,1.0,0.9417286134753524,6.0,0.7978753474016047,0.0,2.243635425057992,0
24.888710173352024,12.266032269053454,0.0,0.5328901770531925,0.0,0.2669291817460198,0.0,3.766595990844375,11.0,0.7762949145847533,1.0,0.5120325506821041,0
24.498278989689773,79.45541168911568,0.0,0.9893778850822718,1.0,0.7454415484294041,0.0,36.558667998977654,2.0,0.9392822802091456,1.0,0.19083797659101265,1
12.330543301389184,0.0,0.0,0.4159729909952314,1.0,0.37352321150277523,0.0,0.17454204253088115,4.0,0.47470144133093567,1.0,1.6316389831252363,0
41.36739352431194,69.84000658709672,0.0,0.8966783162190238,1.0,0.8970312500780481,0.0,0.47645241252755455,2.0,0.8845653559634725,1.0,0.08187316772251352,1
41.685118279027456,51.7545275699737,0.0,0.6771990702103492,1.0,0.8845931343844511,1.0,29.689406369940667,1.0,0.9174809320686966,1.0,0.05800320877964193,1
35.70949015872485,15.547551881708246,1.0,0.43958604497716736,0.0,0.2989096072620465,0.0,41.24831801346157,3.0,0.305288096486536,0.0,1.641542855787648,0
17.77414277275248,8.011306962474519,1.0,0.4364012736394237,1.0,0.3177432356128997,0.0,0.7414438456045258,9.0,0.8278138551431202,1.0,1.3396717101283087,0
55.30195403152731,64.30468712340229,0.0,0.9039159998420435,1.0,0.7258544298638975,0.0,75.9676373030639,0.0,0.8191602716867478,1.0,0.07550354181675872,1
54.308382263505294,80.88167123958391,0.0,0.7510665011747016,1.0,0.8612230610394679,1.0,2.3994099941465805,5.0,0.8934739670525962,1.0,0.08808979967471861,1
35.928712037498194,12.072704127362893,1.0,0.4522009750753655,0.0,0.7876746055701951,1.0,6.905685066177962,5.0,0.7670924594729869,0.0,2.2526543914122734,0
13.09140098354557,16.554802919102528,1.0,0.4821470228882262,0.0,0.14778064234613,1.0,2.1174487520008993,3.0,0.46162963593419193,1.0,3.260682409176822,0
